lob_1_desc,ci_industry,no_of_banks,cr_credit_rating,cl_total_revenue_ytd,Revenue_2017,Revenue_2018,Revenue_2019,Revenue_2020,Revenue_2021,tot_rev_ytd,Cost_2017,Cost_2018,Cost_2019,Cost_2020,Cost_2021,tot_cost_ytd,2017_profit,2018_profit,2019_profit,2020_profit,2021_profit,total_profit,limit_cons,limit_mb,actual_try_revenue,actual_plm_revenue,actual_trade_revenue,actual_loan_revenue,actual_investment_banking_revenue,loan_nii,od_nii,stl_nii,syndication_revenue,real_estate_revenue,dect_capital_mkt_revenue,ipo_revenue,merger_acquisition_revenue,doc_collection_revenue,trust_receipt_revenue,letter_of_credit_revenue,export_lc_revenue,export_lafb_revenue,export_fbp_revenue,export_doc_collection_revenue,export_lc_discounting_revenue,factoring_lrd_revenue,factoring_nonlrd_revenue,letter_of_guarantee_revenue,counter_letter_of_guarantee_revenue,two_factor_i_and_e_factoring_under_fci_and_collections_revenue,buyer_led_supplier_finance_revenue,strcutured_trade_and_commodity_finance_revenue,core_payments_float_revenue,matrix_mbol_fee_revenue,recoveries_tt_fee_revenue,h2h_gr_swift_echqs_revenue,cardless_cash_revenue,cash_delivery_lcy_and_fcy_revenue,deposits_revenue,cash_concentration_revenue,cash_sweeping_revenue,notional_pooling_revenue,interest_optimization_and_enhancement_revenue,cash_management_commission_revenues_ytd,cash_management_fx_fee_ytd,cash_management_revenue,cash_docs_collection_revenue,virtual_accounts_ccs_monster_machines_revenue,dd_chq_collection_revenue,corporate_credit_card_revenue,core_payments_revenue,pos_revenue,liquidity_management_revenue,core_collection_revenue,fx_flow_revenue,rates_flow_revenue,irs_ccs_swaptions_revenue,fx_swaps_swaptions_revenue,reverse_repo_revenue,trading_of_debt_securities_revenue,treasury_services_try_brokerage_ytd,treasury_services_try_asset_management_ytd,treasury_services_try_mis_ytd,no_of_months_inactive_ly,is_inactive,total_active_period,ci_customer_group_identification,customer_id,RelationshipManager,customer_lv_title,group_lv_title
Services & Manufacturing,Security Systems Services (Except Locksmiths),0.0,0.0,158828.81,239073.78699999998,259185.312,253522.565,249397.574,158828.81,1160008.048,48775.198,29922.085,44195.007000000005,33853.477,11851.255,168597.022,190298.58899999998,229263.22699999998,209327.55800000002,215544.09699999998,146977.555,991411.026,0.0,0.0,81703.0,409969.0,0.0,28601.0,0.0,28601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75381.0,1204.0,333380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409969.0,0.0,0.0,0.0,81703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12524882.0,103860,19,118,783
Services & Manufacturing,"General Contractors Residential Buildings, other than SingleFamily",4.0,21.0,3.085,12019.312,14.099,15.867,9.124,3.085,12061.487,7840.666,222.56400000000002,6.835,1.34,1.03,8072.435,4178.646,-208.465,9.032,7.784,2.055,3989.052,128210000.0,100000000.0,0.0,490.0,2500.0,9070.0,0.0,9070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,390.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12544858.0,103861,12,959,959
Special Assets,"General Contractors Residential Buildings, other than SingleFamily",13.0,80.0,331210.632,1663608.898,459336.037,735172.035,-271823.978,331210.632,2917503.624,257429.612,241405.108,224953.728,383035.136,307342.284,1414165.868,1406179.2859999998,217930.92899999997,510218.30700000003,-654859.114,23868.347999999998,1503337.756,9207106000.0,989000000.0,28003.0,940633.0,1376307.0,223260.0,338892.0,223260.0,0.0,0.0,191892.0,147000.0,0.0,0.0,0.0,645.0,12287.0,25805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294568.0,42999.0,0.0,0.0,0.0,934987.0,0.0,5645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940633.0,0.0,0.0,0.0,28003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10880722.0,103862,27,1307,3519
Special Assets,None,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10880722.0,103863,27,3825,3519
"Public, Healthcare, Education & Energy",Petroleum and Petroleum Products Merchant Wholesalers (Except Bulk Stations and Terminals),8.0,22.0,5631.486,298155.654,9056.949,9427.62,11838.086000000001,5631.486,334109.795,18443.397,12518.919,9297.004,16242.952,2849.151,59351.422999999995,279712.257,-3461.97,130.616,-4404.866,2782.335,274758.372,600300000.0,50000000.0,16741.0,42388.0,0.0,54171.0,735.0,54171.0,0.0,0.0,0.0,735.0,0.0,0.0,0.0,2000.0,218070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41606.0,0.0,300.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42388.0,0.0,0.0,0.0,16741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12545046.0,103864,86,5616,5616
"Public, Healthcare, Education & Energy",Oil and Gas Field Exploration Services,1.0,20.0,0.0,9530.958,0.0,0.0,0.0,0.0,9530.958,1156.72,0.0,0.0,0.0,0.0,1156.72,8374.238000000001,0.0,0.0,0.0,0.0,8374.238000000001,8965000.0,8966100.0,0.0,275.0,0.0,9255.0,0.0,9255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,12545601.0,103867,49,2756,2756
Special Assets,None,0.0,99.0,0.0,-16960.244,-41.41,0.32899999999999996,0.0,0.0,-17001.325,773.318,14.302,0.0,0.0,0.0,787.62,-17733.561999999998,-55.711999999999996,0.32899999999999996,0.0,0.0,-17788.945,0.0,0.0,0.0,0.0,0.0,-16831.0,0.0,-16831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10493083.0,103868,30,1518,3389
Services & Manufacturing,Computer Systems Design Services,1.0,17.0,638.721,63948.03599999999,21819.995,13103.862,3987.2690000000002,638.721,103497.883,15028.881000000001,5182.679,3067.0370000000003,2664.715,1542.267,27485.578999999998,48919.155,16637.316000000003,10036.825,1322.5539999999999,-903.546,76012.304,4995000.0,5000000.0,33269.0,45992.0,16712.0,6920.0,0.0,6920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16712.0,0.0,0.0,0.0,0.0,33604.0,7926.0,4460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45992.0,0.0,0.0,0.0,33269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12546071.0,103870,3,6355,6355
Trading Companies,None,0.0,0.0,0.0,0.0,9222.335,-30.0,0.0,0.0,9192.335,0.0,35.022,0.0,0.0,0.0,35.022,0.0,9187.313,-30.0,0.0,0.0,9157.313,0.0,0.0,0.0,222.0,0.0,8970.0,0.0,8970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,12478618.0,103872,21,343,858
Special Assets,None,0.0,99.0,0.0,-11927.448,149.661,-1.256,0.0,0.0,-11779.043,22222.676,0.0,0.0,0.0,0.0,22222.676,-34150.123999999996,149.661,-1.256,0.0,0.0,-34001.719,0.0,0.0,0.0,0.0,0.0,-11779.0,0.0,-11779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,12546416.0,103873,27,2573,2573
Trading Companies,Hardware Stores,3.0,16.0,395996.158,701183.151,550587.959,439729.206,532103.9010000001,395996.158,2619600.375,288012.67600000004,768245.5970000001,900001.6,1349743.7480000001,673135.7220000001,3979139.3430000003,413170.475,-217657.638,-460272.394,-817639.8470000001,-277139.564,-1359538.968,125903000.0,55475840.0,181582.0,155403.0,1108047.0,42979.0,0.0,42979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,303570.0,20015.0,1600.0,0.0,0.0,0.0,0.0,0.0,1799078.0,57273.0,0.0,0.0,0.0,0.0,88469.0,11600.0,55331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155403.0,0.0,0.0,0.0,181582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10681752.0,103874,38,7603,5976
Trading Companies,None,0.0,17.0,164.85299999999998,521.168,753.507,847.921,487.629,164.85299999999998,2775.078,33.993,52.24100000000001,70.627,86.34899999999999,78.842,322.052,487.175,701.2660000000001,777.294,401.28,86.01100000000001,2453.026,0.0,0.0,0.0,2772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,103875,17,4136,1094
Special Assets,"Plumbing, Heating, and Air Conditioning Contractors",0.0,80.0,0.0,22947.29,5661.78,-12638.66,0.0,0.0,15970.41,188.33,733.82,0.0,0.0,0.0,922.15,22758.96,4927.96,-12638.66,0.0,0.0,15048.26,0.0,0.0,0.0,2638.0,11571.0,1760.0,0.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11571.0,0.0,0.0,0.0,0.0,2638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10302441.0,103876,27,227,5178
Trading Companies,Other Misc. Durable Goods Merchant Wholesalers,0.0,17.0,3304.44,5137.988,7334.425,9741.828000000001,6493.249,3304.44,32011.93,913.3889999999999,4081.245,4561.916,2952.903,2178.288,14687.741000000002,4224.599,3253.18,5179.912,3540.3459999999995,1126.152,17324.189,0.0,0.0,0.0,28069.0,0.0,3940.0,0.0,3940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14836.0,11800.0,1432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12547590.0,103877,20,6312,6312
Special Assets,"Heavy Construction, Not Elsewhere Classified",0.0,70.0,-691782.59,28980569.63,7891353.458,7249897.187000001,-4690610.46,-691782.59,38739427.23,922263.8929999999,528644.624,489974.633,587227.063,715973.2679999999,3244083.481,28058305.74,7362708.834,6759922.554,-5277837.523,-1407755.858,35495343.75,0.0,0.0,0.0,64896.0,610510.0,36264243.0,1799776.0,36264243.0,0.0,0.0,1799776.0,0.0,0.0,0.0,0.0,0.0,0.0,216749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393761.0,0.0,0.0,0.0,0.0,64896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10063930.0,103878,11,5522,7019
Contracting Finance,"Heavy Construction, Not Elsewhere Classified",0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10063930.0,103879,11,5591,7019
"Public, Healthcare, Education & Energy",Elementary and Secondary Schools,5.0,21.0,349678.726,532910.203,534372.782,833750.0229999999,494792.675,349678.726,2745504.409,69973.538,61978.132000000005,35733.591,9853.664,13008.806999999999,190547.732,462936.665,472394.65,798016.432,484939.011,336669.919,2554956.6769999997,535183000.0,63300000.0,0.0,1099847.0,342770.0,490592.0,0.0,490592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1084710.0,3937.0,0.0,0.0,0.0,0.0,132274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,967547.0,132274.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12548081.0,103880,25,7184,7184
Trading Companies,Toilet Preparation Mfg.,0.0,0.0,8173.177,15174.185,21921.798,38772.404,17049.626,8173.177,101091.19,3550.966,3170.515,1488.85,1338.516,1303.497,10852.344,11623.219,18751.283,37283.554,15711.11,6869.68,90238.84599999999,0.0,0.0,0.0,99829.0,0.0,1260.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42656.0,10600.0,317.0,0.0,0.0,0.0,13563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32689.0,67139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12548346.0,103881,20,6298,6298
Real Estate,Land Subdivision,0.0,0.0,2874.4440000000004,8660.116,13955.257,15661.097,7832.508000000001,2874.4440000000004,48983.422,1519.067,2761.5290000000005,3605.3140000000003,1531.1989999999998,873.545,10290.654,7141.049,11193.728000000001,12055.783000000001,6301.309,2000.899,38692.768,0.0,0.0,0.0,45582.0,0.0,3400.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43657.0,0.0,1924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12548446.0,103882,53,216,2313
Trading Companies,None,0.0,17.0,0.0,32559.582000000002,917.5,0.0,0.0,0.0,33477.082,7811.545,0.0,0.0,0.0,0.0,7811.545,24748.037,917.5,0.0,0.0,0.0,25665.537,0.0,0.0,7316.0,4479.0,0.0,3307.0,0.0,3307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,11848.0,0.0,6163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,800.0,2542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4479.0,0.0,0.0,0.0,7316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,12580384.0,103883,9,7640,5661
Contracting Finance,None,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10175695.0,103885,54,2325,5113
Services & Manufacturing,All Other Telecommunications,0.0,21.0,0.11,8265.723,902.166,2460.395,0.319,0.11,11628.713,80.2,0.152,499.522,0.055999999999999994,0.045,579.975,8185.523,902.0139999999999,1960.8729999999998,0.263,0.065,11048.738000000001,0.0,0.0,1597.0,481.0,7386.0,2160.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7386.0,0.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,1597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10878145.0,103886,78,5566,4396
Services & Manufacturing,"Transportation Services, not elsewhere classified",10.0,16.0,720.554,470386.439,287735.924,28117.972999999998,209.93400000000003,720.554,787170.824,41407.866,21756.546000000002,3081.915,40.898,30.71,66317.935,428978.573,265979.378,25036.057999999997,169.03599999999997,689.8439999999999,720852.8890000001,2091342000.0,97000000.0,0.0,15058.0,0.0,62179.0,0.0,62179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30395.0,679534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13233.0,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12450039.0,103887,23,4807,3797
Trading Companies,"Oil and Gas Field Services, Not Elsewhere Classified",0.0,0.0,1783.175,72747.977,11838.928,13420.493,17272.106,1783.175,117062.679,3643.369,1603.0739999999998,2180.587,7500.613,70.502,14998.145,69104.608,10235.854,11239.906,9771.493,1712.6729999999998,102064.534,0.0,0.0,6033.0,25410.0,0.0,9673.0,0.0,9673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27744.0,0.0,45288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6736.0,11300.0,4773.0,0.0,0.0,0.0,2599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25410.0,0.0,0.0,0.0,6033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,103889,2,2130,2130
Special Assets,Tour Operators,6.0,80.0,-7185.911,723053.455,-149682.428,-79944.854,-36815.684,-7185.911,449424.578,241208.598,30048.074,5445.409000000001,21333.952999999998,16094.803,314130.837,481844.857,-179730.50199999998,-85390.263,-58149.637,-23280.714,135293.741,67733000.0,28194740.0,13522.0,28340.0,0.0,286449.0,0.0,286449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121111.0,0.0,0.0,0.0,0.0,0.0,402.0,1900.0,26038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28340.0,0.0,0.0,0.0,13522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12550019.0,103890,14,2447,2447
Trading Companies,Eating Places,0.0,0.0,10241.19,32257.081000000002,49009.779,53643.12,30562.155,10241.19,175713.325,2356.411,4465.496,5344.1630000000005,4536.325,3112.5170000000003,19814.912,29900.67,44544.282999999996,48298.957,26025.83,7128.673000000001,155898.413,0.0,0.0,0.0,169312.0,0.0,6400.0,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10155882.0,103891,26,6438,3588
Real Estate,"Lessors of Real Property, not elsewhere classified",2.0,17.0,1073.748,1415838.918,1290679.731,339304.88700000005,1983.5220000000002,1073.748,3048880.8060000003,400936.495,390351.57,55419.657999999996,335.441,272.665,847315.829,1014902.423,900328.161,283885.229,1648.0810000000001,801.0830000000001,2201564.977,672521000.0,175600000.0,0.0,402960.0,0.0,2645917.0,0.0,2645917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16023.0,0.0,0.0,0.0,0.0,0.0,386935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12550234.0,103892,55,1666,1666
Contracting Finance,"General Contractors Residential Buildings, other than SingleFamily",0.0,17.0,4359.2570000000005,872613.296,7830.78,7348.681,6000.444,4359.2570000000005,898152.458,18731.689,1621.661,527.5319999999999,837.2389999999999,131.06,21849.181,853881.6070000001,6209.119000000001,6821.149,5163.205,4228.197,876303.277,0.0,0.0,0.0,205497.0,41875.0,650776.0,0.0,650776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41875.0,0.0,0.0,0.0,0.0,7264.0,11200.0,0.0,0.0,0.0,0.0,187031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12550542.0,103893,6,4174,4174
Contracting Finance,"General Contractors Residential Buildings, other than SingleFamily",0.0,17.0,0.0,67500.0,5036.144,-66.01,3110.634,0.0,75580.768,4697.728,282.17400000000004,0.0,13.247,0.0,4993.149,62802.272000000004,4753.97,-66.01,3097.387,0.0,70587.619,0.0,0.0,0.0,945.0,67500.0,7133.0,0.0,7133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67500.0,0.0,0.0,0.0,0.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,56.0,12550542.0,103894,6,1862,4174
"Public, Healthcare, Education & Energy",Vocational Rehabilitation Services,0.0,0.0,103442.026,227676.73,329734.344,349896.87899999996,300568.644,103442.026,1311318.623,139112.369,91259.686,48430.202000000005,45443.301,31010.612,355256.17,88564.36099999999,238474.658,301466.67699999997,255125.343,72431.414,956062.453,0.0,0.0,9778.0,1250268.0,0.0,10255.0,0.0,10255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235626.0,2000.0,12642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250268.0,0.0,0.0,0.0,9778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10879779.0,103897,49,5079,5676
Services & Manufacturing,None,0.0,0.0,0.0,1345.743,1224.112,-30.5,0.0,0.0,2539.355,5042.567,4694.872,0.0,0.0,0.0,9737.439,-3696.824,-3470.76,-30.5,0.0,0.0,-7198.084,0.0,0.0,0.0,989.0,0.0,1550.0,0.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,12552230.0,103898,12,4678,4678
