lob_1_desc,ci_industry,no_of_banks,cr_credit_rating,cl_total_revenue_ytd,Revenue_2017,Revenue_2018,Revenue_2019,Revenue_2020,Revenue_2021,tot_rev_ytd,Cost_2017,Cost_2018,Cost_2019,Cost_2020,Cost_2021,tot_cost_ytd,2017_profit,2018_profit,2019_profit,2020_profit,2021_profit,total_profit,limit_cons,limit_mb,actual_try_revenue,actual_plm_revenue,actual_trade_revenue,actual_loan_revenue,actual_investment_banking_revenue,loan_nii,od_nii,stl_nii,syndication_revenue,real_estate_revenue,dect_capital_mkt_revenue,ipo_revenue,merger_acquisition_revenue,doc_collection_revenue,trust_receipt_revenue,letter_of_credit_revenue,export_lc_revenue,export_lafb_revenue,export_fbp_revenue,export_doc_collection_revenue,export_lc_discounting_revenue,factoring_lrd_revenue,factoring_nonlrd_revenue,letter_of_guarantee_revenue,counter_letter_of_guarantee_revenue,two_factor_i_and_e_factoring_under_fci_and_collections_revenue,buyer_led_supplier_finance_revenue,strcutured_trade_and_commodity_finance_revenue,core_payments_float_revenue,matrix_mbol_fee_revenue,recoveries_tt_fee_revenue,h2h_gr_swift_echqs_revenue,cardless_cash_revenue,cash_delivery_lcy_and_fcy_revenue,deposits_revenue,cash_concentration_revenue,cash_sweeping_revenue,notional_pooling_revenue,interest_optimization_and_enhancement_revenue,cash_management_commission_revenues_ytd,cash_management_fx_fee_ytd,cash_management_revenue,cash_docs_collection_revenue,virtual_accounts_ccs_monster_machines_revenue,dd_chq_collection_revenue,corporate_credit_card_revenue,core_payments_revenue,pos_revenue,liquidity_management_revenue,core_collection_revenue,fx_flow_revenue,rates_flow_revenue,irs_ccs_swaptions_revenue,fx_swaps_swaptions_revenue,reverse_repo_revenue,trading_of_debt_securities_revenue,treasury_services_try_brokerage_ytd,treasury_services_try_asset_management_ytd,treasury_services_try_mis_ytd,no_of_months_inactive_ly,is_inactive,total_active_period,ci_customer_group_identification,customer_id,RelationshipManager,customer_lv_title,group_lv_title
"Public, Healthcare, Education & Energy",Elementary and Secondary Schools,0.0,17.0,3232.173,12657.641000000001,23872.515,26301.009,15035.331,3232.173,81098.66900000001,73596.68400000001,75839.254,50865.695999999996,48750.867,8407.45,257459.951,-60939.043,-51966.739,-24564.687,-33715.536,-5175.277,-176361.282,0.0,0.0,0.0,58747.0,0.0,1838.0,0.0,1838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23555.0,0.0,6037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29154.0,0.0,29154.0,0.0,0.0,0.0,0.0,29593.0,0.0,29154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10765259.0,102779,29,1048,6293
Trading Companies,Hardware Stores,2.0,20.0,0.0,184363.1,104782.242,2905.1620000000003,-2851.71,0.0,289198.794,50590.662000000004,34016.529,2851.014,0.0,0.0,87458.205,133772.438,70765.713,54.148,-2851.71,0.0,201740.58899999998,27895000.0,11000000.0,17759.0,14778.0,0.0,6267.0,0.0,6267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7300.0,141485.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,101335.0,0.0,0.0,0.0,0.0,0.0,8509.0,6188.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14778.0,0.0,0.0,0.0,17759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,56.0,10874909.0,102780,38,6179,6179
Trading Companies,None,0.0,0.0,0.0,18790.074,19279.52,6929.137,0.0,0.0,44998.731,11627.915,5468.446999999999,1280.376,0.0,0.0,18376.738,7162.159000000001,13811.073,5648.7609999999995,0.0,0.0,26621.993,0.0,0.0,0.0,42028.0,0.0,2970.0,0.0,2970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6608.0,0.0,35420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10589402.0,102783,2,6463,7600
Services & Manufacturing,None,0.0,0.0,0.0,128346.34800000001,3876.901,-52.0,0.0,0.0,132171.249,2956.187,765.934,0.0,0.0,0.0,3722.1209999999996,125390.161,3110.967,-52.0,0.0,0.0,128449.12800000001,0.0,0.0,121642.0,5884.0,0.0,2888.0,0.0,2888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884.0,0.0,0.0,0.0,121642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10875270.0,102784,12,3908,3908
Trading Companies,Roasted Nuts and Peanut Butter Mfg.,3.0,13.0,83509.679,446594.367,307211.071,234664.465,140998.1,83509.679,1212977.682,382329.86,208028.113,169619.655,256207.41,203658.766,1219843.804,64264.507000000005,99182.95800000001,65044.81,-115209.31,-120149.087,-6866.121999999999,104014000.0,38459990.0,0.0,434697.0,0.0,189386.0,0.0,189386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13600.0,560290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,399189.0,0.0,7050.0,0.0,0.0,0.0,28457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,102786,2,3301,3301
Contracting Finance,"Heavy Construction, Not Elsewhere Classified",0.0,13.0,952.67,347.56199999999995,502.50699999999995,55652.967000000004,2907.677,952.67,60363.383,20.032,26.9,25.92,26.996,23.651999999999997,123.5,327.53,475.60699999999997,55627.047,2880.6809999999996,929.018,60239.883,0.0,0.0,0.0,1873.0,0.0,3400.0,55087.0,3400.0,0.0,0.0,0.0,55087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12445809.0,102787,24,2860,7602
Services & Manufacturing,"Building Cleaning and Maintenance Services, not elsewhere classified",2.0,17.0,0.0,176255.022,96579.349,-43.129,-110.88,0.0,272680.36199999996,146872.292,81290.963,1.8969999999999998,0.0,0.0,228165.152,29382.73,15288.386,-45.026,-110.88,0.0,44515.21,30555000.0,28000000.0,0.0,230798.0,36049.0,4781.0,0.0,4781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36049.0,0.0,0.0,0.0,0.0,180434.0,0.0,110.0,0.0,0.0,0.0,50253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,56.0,10876167.0,102788,12,3178,3178
Real Estate,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10876435.0,102789,55,3393,3393
Trading Companies,None,0.0,14.0,0.0,59014.212999999996,2548.317,-20.0,0.0,0.0,61542.53,19288.892,1739.625,0.0,0.0,0.0,21028.517000000003,39725.321,808.692,-20.0,0.0,0.0,40514.013,0.0,0.0,2031.0,7643.0,0.0,2010.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,47191.0,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6579.0,0.0,1063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7643.0,0.0,0.0,0.0,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10879067.0,102790,9,6789,7396
Services & Manufacturing,None,0.0,0.0,0.0,0.037000000000000005,2.405,0.0,0.0,0.0,2.4419999999999997,0.025,0.002,0.0,0.0,0.0,0.027000000000000003,0.012,2.403,0.0,0.0,0.0,2.415,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10876701.0,102791,23,4496,4496
Contracting Finance,"Heavy Construction, Not Elsewhere Classified",0.0,22.0,0.0,43021.084,63.177,0.0,0.0,0.0,43084.261,0.055999999999999994,0.038,0.0,0.0,0.0,0.094,43021.028,63.138999999999996,0.0,0.0,0.0,43084.167,0.0,0.0,0.0,1.0,43020.0,62.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10878601.0,102792,24,5954,226
Contracting Finance,"Heavy Construction, Not Elsewhere Classified",0.0,0.0,142.934,472.855,1825.369,735.174,422.79,142.934,3599.1220000000003,27.249000000000002,36.218,33.695,38.132,23.51,158.804,445.606,1789.151,701.4789999999999,384.658,119.42399999999999,3440.3179999999998,0.0,0.0,0.0,2446.0,0.0,1150.0,0.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10878601.0,102793,24,3031,226
Trading Companies,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",0.0,0.0,52152.449,227769.827,79470.97200000001,64030.380999999994,50099.44,52152.449,473523.06899999996,45368.767,28987.246,24866.116,21334.507999999998,11956.118,132512.755,182401.06,50483.725999999995,39164.265,28764.932,40196.331,341010.314,0.0,0.0,159784.0,303684.0,0.0,4459.0,0.0,4459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291229.0,11200.0,1254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303684.0,0.0,0.0,0.0,159784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10877215.0,102794,42,8022,8022
Contracting Finance,None,0.0,0.0,0.0,2771.88,754.368,0.0,0.0,0.0,3526.248,206.13299999999998,807.7439999999999,0.0,0.0,0.0,1013.877,2565.7470000000003,-53.376000000000005,0.0,0.0,0.0,2512.371,0.0,0.0,0.0,925.0,0.0,2600.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10643462.0,102795,24,8046,128
Contracting Finance,"Heavy Construction, Not Elsewhere Classified",0.0,13.0,0.0,26630.8,0.0,0.0,13041.29,0.0,39672.09,0.0,0.0,0.0,13.727,0.0,13.727,26630.8,0.0,0.0,13027.563,0.0,39658.363,0.0,0.0,-104.0,0.0,26630.0,13146.0,0.0,13146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,56.0,10878601.0,102796,24,7311,226
Contracting Finance,"Heavy Construction, Not Elsewhere Classified",0.0,13.0,95.13,16488.983,434.82099999999997,489.30400000000003,281.39,95.13,17789.628,1406.9029999999998,23.27,22.429000000000002,25.383000000000003,15.65,1493.635,15082.08,411.551,466.875,256.007,79.48,16295.993,0.0,0.0,0.0,17787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10878601.0,102797,24,866,226
Contracting Finance,"Heavy Construction, Not Elsewhere Classified",0.0,22.0,24.186,286332.66,735.93,0.621,71.544,24.186,287164.941,0.0,0.0,14.665,6.455,3.98,25.1,286332.66,735.93,-14.044,65.089,20.206,287139.841,0.0,0.0,0.0,95.0,287067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287067.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10878601.0,102798,24,5395,226
Contracting Finance,"Heavy Construction, Not Elsewhere Classified",6.0,22.0,54544.185,244155.225,264808.407,180053.194,64666.14,54544.185,808227.151,116952.38900000001,130960.18199999999,82882.834,25122.946,11322.99,367241.341,127202.836,133848.225,97170.36,39543.193999999996,43221.195,440985.81,42622504000.0,3449702390.0,109435.0,282887.0,394202.0,21693.0,0.0,21693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388037.0,762.0,0.0,0.0,0.0,136593.0,7350.0,138942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282887.0,0.0,0.0,0.0,109435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10878601.0,102799,24,6856,226
Special Assets,None,0.0,99.0,0.0,588.712,0.0,0.0,0.0,0.0,588.712,0.0,0.0,0.0,0.0,0.0,0.0,588.712,0.0,0.0,0.0,0.0,588.712,0.0,0.0,0.0,0.0,0.0,588.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10877484.0,102800,27,6869,6869
Trading Companies,"Miscellaneous Retail Stores, Not Elsewhere Classified",0.0,0.0,207.86,6255.561,8339.305,4961.829000000001,2174.119,207.86,21938.674,94703.10699999999,76752.798,23975.889,1585.989,1542.0629999999999,198559.84600000002,-88447.546,-68413.493,-19014.06,588.13,-1334.203,-176621.172,0.0,0.0,0.0,13426.0,0.0,8510.0,0.0,8510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13286.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10024140.0,102801,38,6142,3323
Trading Companies,Automobile and Other Motor Vehicle Merchant Wholesalers,5.0,14.0,42352.487,27430.62,68.21,131436.997,82135.103,42352.487,283423.417,2.123,5.7410000000000005,36723.439,120352.901,57669.289000000004,214753.49300000002,27428.497000000003,62.468999999999994,94713.558,-38217.797999999995,-15316.802,68669.924,2922305000.0,933140940.0,0.0,786.0,282533.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282533.0,0.0,0.0,0.0,0.0,286.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10878459.0,102802,43,2538,7326
Trading Companies,None,0.0,14.0,14281.306,19896.203,13605.555,13878.535,12030.121000000001,14281.306,73691.72,83929.25,74464.323,117039.54699999999,175140.735,98045.52699999999,548619.382,-64033.047,-60858.768,-103161.01199999999,-163110.614,-83764.22099999999,-474927.662,0.0,0.0,5501.0,20232.0,35560.0,9692.0,0.0,9692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6491.0,0.0,0.0,0.0,0.0,0.0,0.0,31169.0,0.0,0.0,0.0,0.0,6880.0,600.0,12751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20232.0,0.0,0.0,0.0,5501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10878459.0,102803,43,1426,7326
Services & Manufacturing,"Manufacturing Industries, Not Elsewhere Classified",0.0,17.0,0.0,1396.8,173.45,1071.29,310.83,0.0,2952.37,0.0,0.0,309.817,28.038,0.0,337.855,1396.8,173.45,761.4730000000001,282.79200000000003,0.0,2614.515,0.0,0.0,0.0,0.0,2950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,56.0,10167285.0,102804,68,5128,1993
"Public, Healthcare, Education & Energy",None,0.0,13.0,0.0,83.82799999999999,121.199,99.331,0.0,0.0,304.358,31.82,23.314,10.664000000000001,0.0,0.0,65.798,52.008,97.885,88.667,0.0,0.0,238.56,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10878197.0,102805,29,6553,1490
Contracting Finance,Water and Sewer Line and Related Structures Construction,0.0,21.0,18.641,58.931000000000004,85.20100000000001,95.875,55.138999999999996,18.641,313.78700000000003,3.39,4.5569999999999995,4.396,4.974,3.073,20.39,55.541000000000004,80.64399999999999,91.479,50.165,15.568,293.397,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10546480.0,102806,24,6737,6887
Contracting Finance,"General Contractors Nonresidential Buildings, other than Industrial Buildings and Warehouses",0.0,19.0,1500.03,1000.0,0.0,1500.03,1833.37,1500.03,5833.43,159.674,0.0,4.263999999999999,6.035,3.93,173.903,840.326,0.0,1495.766,1827.335,1496.1,5659.526999999999,0.0,0.0,0.0,0.0,5833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,56.0,10528477.0,102807,24,3717,7777
Contracting Finance,None,0.0,15.0,0.0,1010.691,16643.721,4219.098,0.0,0.0,21873.51,5463.496999999999,7195.334,1151.269,0.0,0.0,13810.1,-4452.806,9448.386999999999,3067.829,0.0,0.0,8063.41,0.0,0.0,0.0,2450.0,19921.0,-500.0,0.0,-500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19921.0,0.0,0.0,0.0,0.0,1900.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,0.0,102808,15,7890,4767
Contracting Finance,"General Contractors Residential Buildings, other than SingleFamily",0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10878870.0,102809,24,5892,7072
Trading Companies,None,0.0,0.0,334.228,0.0,0.0,0.0,0.0,334.228,334.228,0.0,0.0,0.0,0.0,150.57,150.57,0.0,0.0,0.0,0.0,183.658,183.658,0.0,0.0,0.0,134.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,56.0,10878074.0,102810,42,2371,2371
Trading Companies,Construction and Mining (Except Oil Well) Machinery and Equipment Merchant Wholesalers,5.0,10.0,25613.95,102817.85699999999,16942.31,31613.05,29487.8,25613.95,206474.967,27124.871,22191.14,38959.788,49256.143,36478.432,174010.37399999998,75692.98599999999,-5248.83,-7346.738,-19768.343,-10864.482,32464.592999999997,1912876000.0,594671710.0,0.0,6255.0,184709.0,15508.0,0.0,15508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.0,0.0,1949.0,0.0,0.0,0.0,0.0,181555.0,0.0,0.0,0.0,0.0,0.0,0.0,6255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10157529.0,102811,16,6632,6460
Trading Companies,"Plumbing, Heating, and Air Conditioning Contractors",0.0,10.0,1539993.466,2149454.36,2322210.741,2163691.8419999997,1962226.15,1539993.466,10137576.56,719293.713,1256291.81,1163949.797,948328.38,611657.231,4699520.931,1430160.6469999999,1065918.9309999999,999742.045,1013897.77,928336.235,5438055.628,0.0,0.0,30753.0,342013.0,3978022.0,482254.0,0.0,482254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18237.0,1524693.0,1057949.0,18642.0,0.0,0.0,0.0,0.0,0.0,0.0,1354463.0,4028.0,0.0,0.0,0.0,11060.0,4750.0,283121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43080.0,0.0,43080.0,0.0,0.0,0.0,0.0,298933.0,0.0,43080.0,0.0,30753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10157529.0,102812,16,4328,6460
